Merged Comment
"comment is Oda keeps cooking stuff up, that me seeing a giant ass egg on his ship NEVER crossed my mind as ""huh, now that's odd"" with likes 2 with user_id @SPISheste and published  1 year ago"
comment is Congrats on 800K with likes 0 with user_id @mruncle6ixyt603 and published  1 year ago
comment is I LOVE UR VIDS with likes 1 with user_id @thatweebisprettycool and published  1 year ago (edited)
comment is True and also hi with likes 3 with user_id @StarFall132 and published  1 year ago
comment is Hi dude with likes 2 with user_id @rickyrich410 and published  1 year ago (edited)
comment is Pat being here is an actual statement with likes 2 with user_id @Chinito116 and published  1 year ago
comment is Patterz i dontvknow your watching one piece with likes 3 with user_id @kaikeaya9323 and published  1 year ago
comment is Damn Pokemon youtuber comment on Ohara with likes 4 with user_id @kunxuanlin6676 and published  1 year ago
comment is dam the pokemon guy also watches m other fav ytber?! with likes 1 with user_id @Retro-Archen and published  1 year ago
comment is Honestly its crazy how long it has gone on and so much shit we dont know with likes 1 with user_id @HiemalUncia and published  1 year ago
comment is Poketuber commenting on one piece vid? with likes 0 with user_id @deathstroked403 and published  1 year ago
comment is  @deathstroked403  bro he has a life other than pokemon with likes 1 with user_id @HiemalUncia and published  1 year ago (edited)
"comment is go back to Pokémon, or you’re grounded with likes 0 with user_id @xanderpierre and published  1 year ago"
comment is Chapter 1076🔥 with likes 0 with user_id @StoicClairvoyance and published  1 year ago
comment is It is not cool. It is cruel with likes 1 with user_id @owenbailey5155 and published  1 year ago
"comment is It's so cool that I've been watching patters play pokemon through dylan and I've been watching OHara through tekking and yet here they both are existing on the same video lol.

I love the content pat and ohara lol with likes 0 with user_id @bluntlust420k and published  1 year ago"
comment is Wha- One piece fan? with likes 0 with user_id @LeaderOfDaGanonGang and published  1 year ago
comment is I agree but disagree too it’s been 20 years and we barely know anything at all with likes 1 with user_id @andressamuel7049 and published  1 year ago
comment is  @HiemalUncia  He does? with likes 0 with user_id @idosomethingiguess3680 and published  1 year ago
"comment is viewer from the future here. Garp is a bad ass, he really do just be throwing punches with the best of them with likes 0 with user_id @raynac224 and published  1 year ago"
comment is Is it cool? Or just terrible pacing? with likes 0 with user_id @killerbee792 and published  9 months ago
comment is Patters your comments are everywhere lol I started checking comments just to see if your there with likes 0 with user_id @canadianhaz3173 and published  9 months ago
comment is Said the same thing to my best one piece friend the other night with likes 0 with user_id @RagingDemon69 and published  9 months ago
comment is That’s so true with likes 14 with user_id @TheForgottenLifeoftheMan and published  1 year ago
comment is Exactly!!! 👊👊✊✊👏👏 with likes 7 with user_id @UnexpectedWonder and published  1 year ago
comment is I think it's just because they had a secret base a secret base is useless if people discover it so why even bother defending it with likes 66 with user_id @illnamethechannellater653 and published  1 year ago
"comment is Kinda like how Blackbeard ran from Akainu, he could fight and beat him, but he definitely would have lost some members of his crew at that point. with likes 8 with user_id @andrewortelli7631 and published  1 year ago"
comment is  @andrewortelli7631  also kinda like how Green Bull ran away from the Red Hair pirates and the Wano alliance with likes 1 with user_id @newt2120 and published  1 year ago
comment is  @illnamethechannellater653  that still comes back to my point that fighting them wouldnt be worth the casualties with likes 1 with user_id @Ramonnnn and published  1 year ago
comment is @Hoi  yhea fully agree with that ... I just never got why people think that was a knock on dragon power cp0 and black beard knew about his base time to change bases with likes 7 with user_id @illnamethechannellater653 and published  1 year ago
comment is  @andrewortelli7631  akainu would have beaten BB at marineford with likes 5 with user_id @strawboyhawkins3 and published  1 year ago
"comment is  @illnamethechannellater653  i also don't get that part! Fleeing the base was the better option without a doubt, the base became worthless and if it was a surprise attack the army wouldn't be prepared for a war with a yonko crew. But that doesn't imply or tell us anything about Dragon's power/strength as an individual with likes 7 with user_id @Ramonnnn and published  1 year ago (edited)"
comment is Blackbeard with an ambush could destroy practically any base with his abilities. Also why defend somewhere meant to be a secret. with likes 1 with user_id @marlitoworld3925 and published  1 year ago
comment is It’s also a perfect cover. Marines thinks Revolutionary is Destroyed with likes 1 with user_id @tazmartin7447 and published  1 year ago
"comment is Yep ,
Dragon probably has Kukulkan Devil Fruit of Mayas 
There are stories saying that Mayas were the liberators of Atlantis when they were in times of Darkness 
Powers of Kukulkan are Wind and Energy , strench , imunity to desease , etc

Kind a match Dragon with likes 0 with user_id @pieceD399 and published  1 year ago"
"comment is  @marlitoworld3925  If Dragon can create Wind at this level he doesnt need to toutch the floor to fight , he can even put all revolutionaries flying and he probably has haki like all Monkeys
If im not wrong Ivankov said it when Luffy used it in Marinefort ( Conquer Haki ) with likes 0 with user_id @pieceD399 and published  1 year ago"
"comment is Yeah, exactly.  Why would rebels fight a yonko? It wouldn't make any sense.  That's like luffy picking a fight with a rebel king. It has nothing to do with their goals. with likes 0 with user_id @trumpisthemessiah7017 and published  1 year ago"
"comment is ​ @andrewortelli7631  no, blackbeard ran from akainu cuz akainu would beat him up... with likes 0 with user_id @trumpisthemessiah7017 and published  1 year ago"
"comment is ​ @newt2120  nope, GB was scared cuz he couldn't win.  Not at all like the rebels leaving cuz bb isn't their enemy. with likes 1 with user_id @trumpisthemessiah7017 and published  1 year ago"
comment is  @newt2120   the last time I checked red bull didn't cared about casualties with likes 1 with user_id @almighty_rex and published  1 year ago (edited)
comment is So Nika had those powers without having a devil fruit? with likes 2 with user_id @igiornogiovannahaveadream649 and published  1 year ago
comment is The dude is a myth/legend nobody really knows much about him so the fruit would manifest based on what the majority thought of him in this case that happens to be a sun god though i cant explain why they would think hes a man with toon force with likes 14 with user_id @10da4 and published  1 year ago
comment is  @igiornogiovannahaveadream649  yes the fruit is named after him with likes 0 with user_id @mythic_who2336 and published  1 year ago
"comment is  @igiornogiovannahaveadream649  for sure, nika is a god with likes 1 with user_id @miclyc8305 and published  1 year ago"
"comment is I had a similar idea! I was thinking that instead of being killed, he laid down his own life after his kingdom was brought to ruin as to spread his influence all those years later, it'd at least explain the possibility of him having been a large influence for a large amount of that century and possibly even how he seemed to know when he'd be reborn with likes 0 with user_id @damienearl8302 and published  1 year ago"
comment is Fosho with likes 9 with user_id @Yo_23 and published  1 year ago
"comment is Nah no mystery at all, he is anzû.... 
The ancient kingdom is Sumeria.
Blackbeard otherwise known as Teach is Nibiru otherwise known as Tyche.
The ancient giants and lunarians are anunaki and the one piece itself is the treasure of legendary ancient kingdom the tablet of destiny. I can tell you step by step the rest of the story from here 100% as it is the world's oldest conspiracy theory.... It's a simple modern take on the celestial play where Nibiru causes earthquakes and darkness and everything goes from geocentrism to heliocentric... with likes 22 with user_id @plotholedetective4166 and published  1 year ago (edited)"
comment is dragon and rocks with likes 10 with user_id @riasgremory6380 and published  1 year ago
comment is I think it's imu and joy boy with likes 14 with user_id @Destroyerrrr_ and published  1 year ago (edited)
comment is Imu be like :- try me with likes 11 with user_id @beastboyharsh6039 and published  1 year ago
comment is Imagine if he can coat the weather in conquerers haki. with likes 6 with user_id @tomdaniel758 and published  1 year ago
comment is Nah that's Roger and shanks. Dragon clearly has some devil fruit. We still have no idea how devil fruitless haki monsters can fight people like whitebeard and kaido with likes 2 with user_id @luffylength and published  1 year ago
"comment is  @plotholedetective4166  it's Nott simpler because not many people know about. This, especially here in the USA. with likes 1 with user_id @2tallnegrito7cmn55 and published  1 year ago"
comment is  @luffylength  Dragon > Shanks easy !!! with likes 1 with user_id @f.n8581 and published  1 year ago
comment is You and everyone else 😂 but in my opinion Rocs D. Xebec is the most mysterious since we know next to nothing about him. with likes 2 with user_id @BosoxPatsfan603 and published  1 year ago (edited)
comment is No Kong is garp's father and the most mysterious with likes 1 with user_id @dipplpanchoil6650 and published  1 year ago
comment is  @plotholedetective4166  i hope uour explaination is the key to know how oda will end one piece with likes 1 with user_id @northmanmartin5186 and published  1 year ago
comment is I think dragon have to be strong bc if he is the most dangerous person in the world and is not strong they would have killed him by now with likes 2 with user_id @michaelwat2828 and published  1 year ago
comment is What About Imu And Joyboy with likes 2 with user_id @Sirob69420 and published  1 year ago
comment is Not really its gonna be a wind or weather logia because those are the only possible logia fruits we haven’t seen yet with likes 1 with user_id @pandakun8556 and published  1 year ago
"comment is Not really, in Episode 50 we got to see not just one but two possible glimpse of his power, lightning and wind, indicating he probably has some kind of  weather DF. As for what type of DF, we don't really know, it could be Mythical Zoan, Paramecia, or Logia. My speculation is that he has Paramecia due to most of his commander having Paramecia power (it could still be other type though). with likes 1 with user_id @That_One_Guy... and published  1 year ago"
"comment is Imu, joy boy and rocks>>>>>>>>>> with likes 1 with user_id @Rogue_artist3 and published  1 year ago (edited)"
"comment is Name: monkey d. Dragon 
Status: most worst criminal of all time
Devil fruit: unknown but still not revealed 
Bounty: 6.000.000.000 billion 
He could control the weather he can make lighting and strong winds and rains he could control and no he isn't the pirate king but only the worst criminal with likes 1 with user_id @channel_deleted-gp1vb and published  1 year ago (edited)"
comment is  @plotholedetective4166  lol what? with likes 1 with user_id @newt2120 and published  1 year ago
comment is Joy boy with likes 1 with user_id @DivRaj_120 and published  1 year ago
comment is  @plotholedetective4166  Geocentricism vs heliocentricism. Literally with likes 1 with user_id @ofimportance5458 and published  1 year ago
comment is no Imu with likes 1 with user_id @babysosa_jd and published  1 year ago
comment is Guys obviously the most mysterious character is Sogeking with likes 2 with user_id @zachDattacka and published  1 year ago
comment is Nah Im is the most mysterious we don't even seen him talk with likes 1 with user_id @SuperAzan55 and published  1 year ago
comment is 😂😂😂 Yessss we can all agree NO MORE CARIBOU😂😂😂 with likes 1 with user_id @H8Hardy and published  1 year ago
comment is  @H8Hardy  Caribou is SUS with likes 2 with user_id @SuperAzan55 and published  1 year ago (edited)
comment is  @SuperAzan55  😂😂 we do not need another him slithering around 🤦🏽‍♂️😂😂😂 with likes 1 with user_id @H8Hardy and published  1 year ago
comment is  @H8Hardy  Ma guy is way dumpness is way deeper Than his own Devil fruit swamp with likes 2 with user_id @SuperAzan55 and published  1 year ago (edited)
comment is  @SuperAzan55  facts 😂😂😂 he always come In clutch tho when luffy need some food he always got a whole feast in that swamp with likes 1 with user_id @H8Hardy and published  1 year ago
comment is  @plotholedetective4166  howd you know 💀 with likes 1 with user_id @lastedcelestial and published  1 year ago
comment is But what about joy boy😢 with likes 1 with user_id @FlyingController and published  1 year ago
comment is  @FlyingController  We heard him alot and his power is already known not in anime but in Comics and imu already with likes 1 with user_id @SuperAzan55 and published  1 year ago (edited)
comment is  @Destroyerrrr_  yes with likes 1 with user_id @ImaBarcode and published  1 year ago
comment is ​ @plotholedetective4166  what are anzū abilities? with likes 1 with user_id @effortless4588 and published  1 year ago
comment is Dragon and imu with likes 1 with user_id @Stealthyninja979 and published  1 year ago
comment is I like to think Dragon’s strength will be beyond anyone’s expectations. with likes 1 with user_id @christianolson8543 and published  1 year ago
comment is  @f.n8581  can’t confirm with likes 1 with user_id @ImaBarcode and published  1 year ago
comment is  @dipplpanchoil6650  that’s a good theory with likes 1 with user_id @ImaBarcode and published  1 year ago
comment is Also Imu with likes 1 with user_id @tahsinnawarreti6662 and published  1 year ago
comment is He’s got a artificial linerian fruit with likes 1 with user_id @ericrodriguez2292 and published  1 year ago
comment is Also dragon probably just didn't  care about blackbeard also if someone says dragon was outmatched have you read the manga with likes 2 with user_id @alwyngeorge8789 and published  1 year ago
comment is We know everything about dragon but his df... so no.  Not even close.  Literally everyone else on the list is more mysterious. with likes 1 with user_id @trumpisthemessiah7017 and published  1 year ago
comment is  @plotholedetective4166  😂😂😂 with likes 1 with user_id @Random1991agr and published  1 year ago
comment is Nah imu forsure most mysterious to me especially in recent chapters. with likes 1 with user_id @kieran941 and published  1 year ago
comment is Imu with likes 1 with user_id @Lamar4rmLakers and published  1 year ago
comment is Imu is mysterious too with likes 1 with user_id @Cacapringlesisgone and published  1 year ago
comment is How about the five elder man no one fan know even there individual name with likes 1 with user_id @markdonaldromano8546 and published  1 year ago
comment is Atm no one is more mysterious than xebec with likes 0 with user_id @MrBlack-ep1ij and published  11 months ago
comment is He is one of my fav characters with likes 0 with user_id @AVERAGEedIT and published  8 months ago
comment is Oh yeah defiantly 😅🤔mysterious 7:01 😅oops with likes 0 with user_id @BelialX1980 and published  8 months ago
comment is What ab imu with likes 0 with user_id @thomas_121 and published  8 months ago
comment is You mean JOBOY with likes 0 with user_id @jaceako2879 and published  6 months ago
comment is Fart fart fruit. with likes 0 with user_id @felixowen2693 and published  1 year ago
"comment is I also see it that way, but in that case anyone can have that as u just need to overwhelm your opponent mind. Luffy quote-unquote ""killed"" katakuri observation haki for a brief moment after seeing him eating. with likes 4 with user_id @obmis_arraid21 and published  1 year ago"
comment is thats crazy mihawk and dragon top 3 shanks not above them with likes 0 with user_id @bgfybbbjgggg6666 and published  11 months ago
"comment is But what about people like Mihawk, who he’s clashed with in the past? I don’t see Mihawk being actually scared/intimidated by his presence, especially after multiple encounters. I think he really does know something we don’t about Haki, and that something includes manipulating it’s flow in others. with likes 2 with user_id @mxlxolm and published  11 months ago"
comment is Dragon is a weather man 😂 with likes 0 with user_id @garenthal9638 and published  10 months ago
comment is he can and will. he will do nothing. just like he always has. with likes 0 with user_id @godemperorofmankind3.091 and published  8 months ago
comment is Isn't gear 4 technically a hybrid form? with likes 2 with user_id @Psychx_ and published  1 year ago
comment is What kaido awakening what are you talking about kaido don't used any awakening with likes 1 with user_id @joybwoy and published  1 year ago
comment is  @Psychx_  it’s not with likes 1 with user_id @zarks-heroes and published  1 year ago (edited)
comment is I think luffy is constantly in his hybrid form. Might make sense why he is always hungry and eating. Since he think its a rubber fruit he doesn't know he is stuck in a hybrid form. with likes 6 with user_id @preludeman570 and published  1 year ago
comment is How can a human with a human devil fruit have a hybrid form? We only have Sengoku as the other example of a human with a human devil fruit and he never used any hybrid form. with likes 1 with user_id @goldmemberpb and published  1 year ago
"comment is I agree that luffy must have been in a hybrid form ,the stuff he does with his ""rubber "" fruit never always made sense ,of course we know its a zoan now but the ridiculousness of it makes me believe he was always in some form of hybrid not quite as wierd amd free as gear 5 sun nika but definitely not rubber like he thought with likes 0 with user_id @jamiejohn3407 and published  1 year ago"
comment is ​ @Psychx_ IDK Maybe with likes 0 with user_id @XJSPlays02 and published  1 year ago (edited)
"comment is  @jamiejohn3407  as the gorosei explain, Nika fruit has the body with properties of RUBBER, it allows the user to fight as ridiculous as they likes. .. so yeah, Luffy rubbery body do make sense, him having Nika devil fruit didn't change any fact regarding his rubber body with likes 1 with user_id @nickjohnson02 and published  1 year ago"
"comment is Then again clouds are a sign of an awakened fruit, maybe it's by percentage and Gear 3rd would be the hybrid form since he only shrinks instead of getting tired. Gear 4th (all forms) tire him and have clouds

Edit: clouds are a sign for awakened zoans with likes 0 with user_id @boomingamer3284 and published  1 year ago (edited)"
"comment is ​ @goldmemberpb  Budhha was the avatar of the transformation, maybe Sengoku had an awakening and chose not to use it with likes 0 with user_id @boomingamer3284 and published  1 year ago"
"comment is  @nickjohnson02  i agree ,but thats why i said not ""always "" with likes 0 with user_id @jamiejohn3407 and published  1 year ago"
comment is Honestly I thought that Kaido’s awakening was when he coated himself in flames in the final clash. with likes 0 with user_id @felixowen2693 and published  1 year ago
comment is Ace wasn’t a red hair pirate. with likes 0 with user_id @Ohmylanta686 and published  1 year ago
"comment is Don't know why they expect Garp to have a secret weapon, man's just a brawler like luffy, even more badass than if he was yet ANOTHER swordsman. with likes 0 with user_id @orbboom6119 and published  1 year ago (edited)"
comment is most of these were offscreen or onesided stomps. not good fights whatsoever. with likes 0 with user_id @godemperorofmankind3.091 and published  8 months ago
comment is  @godemperorofmankind3.091  didn’t ask with likes 0 with user_id @cethsui and published  8 months ago (edited)
"comment is Even at Marineford when WB stabbed Kuzan, he made a hole in his body to not get hurt. with likes 5 with user_id @debbythespacechicken and published  1 year ago"
"comment is  @debbythespacechicken  thanks for reminding. I'm sure it the time of writing marine ford, Oda had ideas for writing Katakuri. with likes 5 with user_id @josesosa3337 and published  1 year ago"
"comment is Yeah when vista and Marco cut Akainu, Akainu said ‘Dammed haki users’ and Marco and vista acted surprised that he wasn’t cut. I always wondered why no one talked about this because I think it might actually not be him doing the same thing as katakuri but something about his own devil fruit or haki that makes others haki not work on him. with likes 7 with user_id @felixowen2693 and published  1 year ago"
"comment is  @felixowen2693  If I remember right in a one piece game burning blood Akainu could tank one haki attack unlike other characters I always felt like Marco and Vista did hit him but were unable to hurt him maybe due to Akainu using haki to defend aswell

People say he did the same as Aokiji and Katakuri but the scene the reactions imply that he got hit IMO with likes 3 with user_id @deathitself6985 and published  1 year ago (edited)"
comment is Agree this answer makes sense because we already know the darkness fruit negates other fruit powers. Perhaps blackbeard awaken his fruit to do this effect with likes 2 with user_id @FrogLover-nh3mu and published  1 year ago
comment is The real question isn't how he did it but rather why isn't he dead ? Marco said teach body is different and he for sure discovered that fact before bb eat a df as he left wb pirates just after stealing the fruit from thatch. with likes 0 with user_id @obmis_arraid21 and published  1 year ago
"comment is  @obmis_arraid21  you are 100% right. but let's not forget the fact that oda could just gas light us into believing that teach body is the reson he can eat two (or more devil fruits). Marco must know the fact that teach can't sleep which  means he might had asumed that his body is special in many ways and make the point that he ate two devil fruit's cause of that . and let's not forget that nor the bb or any other titanic captain said that he ate 2 devil fruit's neither that he can and in the resent chapter teach said use the devil fruit not eat  it which i think proves my theory


shank's for reading with likes 0 with user_id @user-ci2sr9pc2d and published  1 year ago (edited)"
"comment is Introducing kong as an above level to senjoku and garp raise a question of what type of a stronger  DF / haki  he has ,  in addition to that , the balance of power with legends such as whitebeard and Roger will still always be a mystery, recently i begun to thought that oda will not be able to end the story as expected . with likes 54 with user_id @aaj_93 and published  1 year ago"
comment is I want to learn more about Imu so bad! Hope we do very soon! with likes 14 with user_id @charlieedwards4331 and published  1 year ago
"comment is yes, cool vid Ohara with likes 0 with user_id @Ryoich1. and published  1 year ago (edited)"
"comment is 👏👏 
Your energy in this video is 🎶over the top🎵😂 with likes 0 with user_id @pauloaguila8470 and published  1 year ago"
comment is I personally think that Dragon has a devil fruit to control the weather which explains some of the events in Logue Town where Buggy was going to execute Luffy but was stopped by a lightning strike and the sudden rain that let the gang escape Smoker with likes 3 with user_id @zacharyweaver276 and published  1 year ago
"comment is Imu must have the strongest Haki to keep the Five Elders in check. My mind has been racing with the reveal of Saturn, so I wonder if Im will be based on the Roman god Jupiter (as Jupiter is the oldest planet in the solar system) and heavily based on the Greek god, Zeus. This god was also said to have divided the universe (like Imu dividing the sea with the red line) and was said to rain bolts of lightning down on earth as punishment (like what happened to Lulusia). I might just be going down the Oda rabbit hole like everyone else though 🤣 with likes 9 with user_id @MoreTeaReviews and published  1 year ago (edited)"
comment is I like how this is in no order its just str8 good one piece content💯 with likes 0 with user_id @trublu2644 and published  1 year ago
comment is amazing content with likes 0 with user_id @d0ffy_66 and published  1 year ago
"comment is Garp doesn't need any fancy power, he only needs THE FIST with likes 3 with user_id @patriciocarrasco7641 and published  1 year ago"
"comment is Ever since ""future sight"" was introduced I was sure that Shanks will have insane observation haki, that would go forward like 20 years which could explain why he sacrificed his arm for luffy, since he knew he would become joyboy and would explain why no one wants to fight him, since if he engages in battle he probably already knows he will win. with likes 7 with user_id @hugosz283 and published  1 year ago"
"comment is Heyy, congrats on 800k 
Little more to surpass trebol with likes 0 with user_id @PoRtAgUs.D-AcE and published  1 year ago"
comment is Ah finally a video with no long into and straight to the point with likes 0 with user_id @sagarvishe3463 and published  1 year ago
comment is Panda man is still the most mysterious character in One piece to date 🐼 with likes 15 with user_id @nonsense8350 and published  1 year ago
"comment is There's also the possibility that Teach could be a flawed clone of Rocks. With Stussy being a clone of Buckingham and the implication of Weevil being Whitebeards clone, I think Oda is heading towards that possibility. with likes 7 with user_id @michaelg4490 and published  1 year ago"
comment is It feels guilty to be this early on a video. I'm so happy to be an early comment love ur video it keeps me happy and are so entertaining with likes 0 with user_id @sh1nxz0 and published  1 year ago
"comment is Hey Ohara
Something’s different with your voice in this video. It sounds a bit off and weird.
It’s a little bit higher pitched or am I hearing wrong?

Great content as always tho! with likes 0 with user_id @semvicious and published  1 year ago"
comment is 11:46 i think imu and joyboy once fought as a team untill imu Turned on joyboy and abandoned joyboy many years later they fought against eachother and imu was victorious so he or she kept his strawhat in the freezer in remembrance of him with likes 2 with user_id @Cherry_PlaysGames and published  1 year ago
"comment is I think Sanji's habilities come from other way, due to his father's experiment on his sons' lineage factor. The comment that Marco made about lunarians was referring King, if I'm not wrong. with likes 20 with user_id @jaypeterkin and published  1 year ago"
"comment is Love the content that you make since I just discovered this channel. I got one problem and it's not that big, but the name is Gol D. Roger not Gold D. with likes 0 with user_id @jeremygourneau8163 and published  1 year ago"
"comment is Dragon= Awakened Wind Logia, all advanced forms of Haki, and voice of all things
Garp= All advanced forms of Haki and pure endurance and sheer will. Possible can cancel certain Haki like Shanks. Voice of all things 
Kong=Awakened Mythical Monkey God Zoan and all advanced forms of haki
Shanks= Crazy swordsmanship and all advanced forms of Haki, Haki cancel and flaming supreme grade saber. Voice of all things 
Blackbeard= Failed Clone of Rocks and ate the Awakened Mythical Cerberus Zoan which allows you to hold 2 other DF’s. Also had all 3 forms of base Haki
Rocks= Awakened Yami Yami no mi, supreme grade saber and all advanced forms of haki. Voice of all things 
Ray= All advanced forms of Haki (maybe Haki cancel cancellation) and had a supreme grade blade
Roger= All advanced forms of Haki (more than likely Haki cancellation) and supreme grade saber. Voice of all things.
Imu= no clue
The Gorosei= no clue but I imagine they all have different abilities and they will surprise people 
Vegapunk= big brains and robots
Joyboy= absolutely no clue besides the fact he ate the Nika fruit
Mihawk= supreme grade black blade, all advanced forms of Haki, and the best swordsman with likes 6 with user_id @DaKillaCroc859 and published  1 year ago (edited)"
comment is He definitely got a sung wu kong fruit with likes 3 with user_id @justhaiden and published  1 year ago
"comment is  @justhaiden  people seems to think its either ancient zoan saru saru no mi:model king kong or mythical zoan saru saru no mi:model sun wukong, based on his name alone with likes 5 with user_id @SmithyWebermanJaegermanJensen and published  1 year ago"
"comment is If we take the time-line, kong would be maybe fleet admiral while sengoku, z and ( tsuru ?) Were admirals. So i think his position as Supreme commander now maybe related to seniority and leadership, rather than just power like fleet admiral position. with likes 1 with user_id @obmis_arraid21 and published  1 year ago"
"comment is Imu is bother of someone (spoiler Alert, want to know) with likes 0 with user_id @UsmanAli-oe5rh and published  1 year ago"
"comment is Ain't no way he has thousands upon thousands of times the observation of katakuri, nevertheless observation doesn't work like that with likes 4 with user_id @Satepin and published  1 year ago"
comment is  @Satepin  it doesn't until it does with likes 1 with user_id @hugosz283 and published  1 year ago
"comment is  @hugosz283  predicting the future has many weaknesses for it to work
First, Shanks would've seen the future on Fuusha village, not followed Luffy's future
Second, even Capone bege can change the future. The second someone reacts to your actions after using future sight it's already changed
Third, though katakuri seems able to predict the environment and random attacks such as snakeman, he still showed you can't predict things you can't sense. Case and point, he's unable to listen to Pudding and Sanji in the future, so he could only go by the knowledge of pudding crying and not what they said

It's downright impossible with likes 5 with user_id @Satepin and published  1 year ago"
"comment is That would make him undefeatable unless there was a way to counter that. Or if it wasn't observation suited for battle like that because seeing basically everything years into the future would give him the ability to decide to engage or not based on results of him winning or losing etc its way too broken. It's more likely that Shanks just saw it in Luffy and that he has such strong conquerors haki it blocks use of observation makes it hard to fight him etc

In my opinion Mihawk will have better observation since Oda at first thought of calling him clairvoyant his nickname is Hawkeye and I doubt Shanks will have the strongest conquerors and the strongest observation aswell with likes 1 with user_id @deathitself6985 and published  1 year ago"
comment is oda said shanks only lost his arm cause his assistant thought the chapter would be more memorable with that ending with likes 1 with user_id @Hugo_Prolovski and published  1 year ago
comment is This might be a thing. 💯 with likes 1 with user_id @bluntlust420k and published  1 year ago
comment is Maybe the reason why he was deemed a failure by Vegapunk is because he can’t sleep 🤭 with likes 2 with user_id @Mizikame and published  1 year ago
"comment is Marco was talking about King, but Sanji is flammable in a pretty similar way to King, my best guess is Lunarian genes as part of the experiment with likes 8 with user_id @JC-tv2xg and published  1 year ago"
comment is i was trying to write a comment explaining Sanji's powers but i accidentlt shit my pants - goddamnit with likes 0 with user_id @newt2120 and published  1 year ago
"comment is  @JC-tv2xg  what about the other siblings? If sanjis got lunrian dna then shouldnt the other brothers have some sort of long lost race's dna? Doesnt make sense to me, bro can create fire, thats his genetic ability with likes 0 with user_id @yotearashi5728 and published  1 year ago"
comment is ​ @yotearashi5728  yes we even saw his other siblings conjuring electricity or poison. with likes 0 with user_id @obmis_arraid21 and published  1 year ago
comment is I like this take with likes 0 with user_id @jonathankeith1724 and published  1 year ago
comment is tell me you dont know one piece without telling me youn dont know one piece with likes 0 with user_id @babysasuke703 and published  11 months ago
